asset_id,campaign_id,name,type,format,size_mb,dimensions,duration_seconds,emotional_trigger,brand_integration,visual_distinctness,text_readability,color_harmony,performance_score,a_b_test_variant,tenant_id,created_at
68948dea-1a10-4e71-ae3e-dcef291621ba,956f0859-c9ec-4ec0-b856-b8566c1e768c,McDonald's Social Media 2023_asset_9,story,mp4,47.84,728x90,,Trust,Prominent,0.58,0.62,0.65,0.737,,tbwa,2025-06-08T23:23:33.441485
9408a20b-558d-4e11-a5dc-c386482e4028,956f0859-c9ec-4ec0-b856-b8566c1e768c,McDonald's Social Media 2023_asset_10,social_post,png,5.48,300x90,,Trust,Prominent,0.39,0.51,0.78,0.756,A,tbwa,2025-06-08T23:23:33.441493
84c1b84d-cc33-4c1f-a3f4-1e6afcf53c95,9d5ac43f-9d4f-4857-99ac-348889a57e97,Toyota Social Media 2023_asset_1,story,png,40.86,1920x1080,,Trust,Prominent,0.55,0.98,0.7,0.23,,scout,2025-06-08T23:23:33.441507
fe2bd1b1-2dab-4e01-b692-a4a82f2ad979,9d5ac43f-9d4f-4857-99ac-348889a57e97,Toyota Social Media 2023_asset_2,banner,jpg,15.28,1080x1080,,Fear,Moderate,0.58,0.81,0.92,0.745,,scout,2025-06-08T23:23:33.441514
22b1d5fe-9a40-4a9c-aebe-5aa80729bd71,9d5ac43f-9d4f-4857-99ac-348889a57e97,Toyota Social Media 2023_asset_3,gif,gif,37.97,728x1080,,Surprise,Moderate,0.65,0.37,0.51,0.915,,scout,2025-06-08T23:23:33.441522
1ac16f4f-b3fa-445c-92bf-58c47afbd4f6,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_1,social_post,png,45.62,728x1080,26,Joy,Minimal,0.66,0.89,0.75,0.567,,scout,2025-06-08T23:23:33.441531
ccc1aef1-eb03-4249-b2c7-377b40f4e290,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_2,banner,jpg,48.03,1080x1920,,Surprise,Subtle,0.14,0.89,0.63,0.225,,scout,2025-06-08T23:23:33.441539
99e689bb-5ece-49d7-9080-c009da419e4c,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_3,social_post,svg,19.78,1920x1080,,Excitement,Subtle,0.86,0.94,0.43,0.619,,scout,2025-06-08T23:23:33.441547
948d13bd-31b7-4492-a00e-256e308fbadc,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_4,infographic,svg,15.59,1080x1920,,Surprise,Subtle,0.88,0.59,0.52,0.87,,scout,2025-06-08T23:23:33.441554
ef910d62-f5d1-45a3-9c0c-a0663ed89e9d,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_5,video,jpg,49.36,1920x1920,,Joy,Minimal,0.65,0.64,0.42,0.434,,scout,2025-06-08T23:23:33.441562
e2d38d6d-7cbe-4b88-955f-b1f0aed3e046,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_6,video,gif,3.75,300x90,,Nostalgia,Subtle,0.77,0.41,0.82,0.605,,scout,2025-06-08T23:23:33.441570
b4c00be8-ea56-4600-a939-51f1cef15e30,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_7,image,mp4,37.72,728x1920,,Fear,Subtle,0.28,0.61,0.85,0.445,,scout,2025-06-08T23:23:33.441578
1ea266bb-7c5f-4270-ac01-16da5b7338ce,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_8,story,svg,43.75,1920x250,55,Joy,Prominent,0.23,0.97,0.53,0.624,C,scout,2025-06-08T23:23:33.441586
58e73a3a-4fb1-4246-a0af-df6133f442b5,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_9,video,gif,2.49,1080x250,,Excitement,Prominent,0.72,0.41,0.79,0.468,Control,scout,2025-06-08T23:23:33.441595
215e2d4c-475b-40cb-b806-74eb5736ec96,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_10,gif,png,6.73,1080x90,,Trust,Prominent,0.68,0.74,0.44,0.205,,scout,2025-06-08T23:23:33.441602
a83de96d-2983-4637-b4ae-d51c7c3898bb,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_11,infographic,png,6.6,300x90,,Excitement,Subtle,0.17,0.61,0.54,0.647,Control,scout,2025-06-08T23:23:33.441610
8993603e-3915-4634-919f-e626b46bbb9d,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_12,social_post,mp4,47.77,300x250,,Joy,Moderate,0.77,0.8,0.53,0.593,A,scout,2025-06-08T23:23:33.441618
2e163b0c-f159-4b38-a6c2-2b6dda45bbb1,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_13,social_post,mp4,10.41,728x1920,,Fear,Subtle,0.15,0.67,0.71,0.641,,scout,2025-06-08T23:23:33.441626
93681338-c0f3-4569-a454-e34e954a2fe6,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_14,story,mp4,34.71,300x1920,,Joy,Prominent,0.32,0.39,0.69,0.64,B,scout,2025-06-08T23:23:33.441634
70b3086d-2253-4cdf-9729-0b4d7c0f14bb,70844237-2538-4422-aaec-cd0212c5d4a8,CocaCola Product Launch 2022_asset_15,image,mp4,36.47,300x1080,33,Surprise,Moderate,0.53,0.89,0.51,0.475,,scout,2025-06-08T23:23:33.441642
a58d0f07-5c4f-43d1-87b5-40c53364b79a,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_1,banner,mp4,44.09,728x1920,,Nostalgia,Moderate,0.15,0.99,0.54,0.662,B,scout,2025-06-08T23:23:33.441650
27953c5b-c9e8-4de4-be48-10d6ce00ee4c,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_2,gif,png,5.72,1080x250,,Nostalgia,Minimal,0.98,0.71,0.83,0.413,,scout,2025-06-08T23:23:33.441658
f5717e4f-41c8-4b9f-bb26-e422ec0115cf,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_3,gif,gif,30.82,1080x250,,Joy,Subtle,0.55,0.36,0.85,0.338,Control,scout,2025-06-08T23:23:33.441666
0a525ddd-77d3-4243-83ba-79b1db421835,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_4,infographic,jpg,11.34,300x1920,,Excitement,Subtle,0.54,0.55,0.49,0.802,,scout,2025-06-08T23:23:33.441674
2980a4f2-9235-4308-ba2e-027ddf4a2b2e,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_5,infographic,jpg,11.15,728x90,,Excitement,Moderate,0.4,0.73,0.45,0.68,,scout,2025-06-08T23:23:33.441682
6f855b3a-f855-4326-8c4a-f9d4151dae97,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_6,gif,mp4,41.78,1920x1920,,Trust,Subtle,0.86,0.69,0.53,0.865,,scout,2025-06-08T23:23:33.441690
0f8d3d2f-4626-48b1-8eaf-1f6115b22a03,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_7,story,mp4,20.12,1080x250,38,Fear,Moderate,0.47,0.75,0.78,0.821,Control,scout,2025-06-08T23:23:33.441698
16e70590-e178-4390-9239-781137e34df0,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_8,social_post,png,49.17,1920x1080,,Fear,Minimal,0.37,0.9,0.47,0.31,,scout,2025-06-08T23:23:33.441706
65a81e29-dbd6-436d-9531-0c6c5073940d,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_9,image,gif,37.62,1080x90,,Surprise,Moderate,0.57,0.37,0.63,0.458,,scout,2025-06-08T23:23:33.441714
668f5a1b-4426-4627-86b4-252731d1c2e4,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_10,video,jpg,26.39,728x1080,,Surprise,Minimal,0.1,0.52,0.98,0.462,A,scout,2025-06-08T23:23:33.441722
0e853fd6-f8c5-4f2d-88a6-1200244524f4,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_11,image,gif,24.1,1920x1080,,Excitement,Subtle,0.66,0.62,0.94,0.303,,scout,2025-06-08T23:23:33.441732
40bd9638-b4df-4914-8e7d-74bafd35ee92,f6364365-4ccf-4ed9-8f80-972b0f4aaa1d,Samsung Social Media 2024_asset_12,infographic,svg,33.97,1080x90,,Fear,Minimal,0.22,0.44,0.57,0.219,C,scout,2025-06-08T23:23:33.441739
ae5997e0-0407-4401-9096-b905237eae73,26c44058-1dd5-4cdf-967a-97a93c2d599c,McDonald's Social Media 2023_asset_1,banner,jpg,39.49,1080x90,,Trust,Prominent,0.89,0.69,0.76,0.415,,ces,2025-06-08T23:23:33.441748
27fd8b75-3012-4b38-b5c4-e5083ddd5c62,26c44058-1dd5-4cdf-967a-97a93c2d599c,McDonald's Social Media 2023_asset_2,story,mp4,37.49,300x250,51,Joy,Moderate,0.84,0.53,0.88,0.564,,ces,2025-06-08T23:23:33.441756
534b5983-dae1-4d7b-8b57-c7b8c870b1b4,26c44058-1dd5-4cdf-967a-97a93c2d599c,McDonald's Social Media 2023_asset_3,image,jpg,30.9,1080x250,,Surprise,Minimal,0.84,0.53,0.5,0.701,,ces,2025-06-08T23:23:33.441764
5d3fdf26-12d0-40b3-8f1d-78a81356cf87,4dcaa153-b392-4923-96e4-8818ba9eedf1,P&G TV Commercial 2024_asset_1,story,svg,26.63,1920x250,,Trust,Subtle,0.88,0.63,0.92,0.889,,scout,2025-06-08T23:23:33.441772
1abfe06d-cabf-4fed-b767-bb9e7911c9e9,4dcaa153-b392-4923-96e4-8818ba9eedf1,P&G TV Commercial 2024_asset_2,video,mp4,21.91,300x1080,,Excitement,Prominent,0.8,0.46,0.9,0.845,,scout,2025-06-08T23:23:33.441780
cafeb099-09a2-4c9f-8de7-e35128185328,4dcaa153-b392-4923-96e4-8818ba9eedf1,P&G TV Commercial 2024_asset_3,gif,png,42.24,300x1080,,Trust,Subtle,0.85,0.71,0.57,0.49,,scout,2025-06-08T23:23:33.441788
47cd4413-a324-42e4-a93e-8055044ccdd7,d808c889-c7ac-4aff-b173-b9eb2079d022,BMW Digital 2023_asset_1,social_post,svg,21.89,728x1920,,Nostalgia,Prominent,0.39,0.81,0.47,0.682,,scout,2025-06-08T23:23:33.441797
a97445b1-4368-4e74-8e96-cb067913060f,d808c889-c7ac-4aff-b173-b9eb2079d022,BMW Digital 2023_asset_2,infographic,svg,2.79,1080x90,,Nostalgia,Moderate,0.78,0.36,0.61,0.323,,scout,2025-06-08T23:23:33.441804
86da15ad-f2d3-45ea-8e09-a4cbd9030dcf,d808c889-c7ac-4aff-b173-b9eb2079d022,BMW Digital 2023_asset_3,social_post,jpg,46.0,1920x90,50,Fear,Moderate,0.82,0.32,0.73,0.819,,scout,2025-06-08T23:23:33.441813
d45784f0-5954-4da5-9480-efdd6fd713ac,be9e1d9c-b1cd-4d3d-8c29-cb6ad5225828,Adidas Digital 2023_asset_1,image,png,4.25,728x1920,,Surprise,Moderate,0.85,0.45,0.48,0.878,,scout,2025-06-08T23:23:33.441822
62f5b088-01b5-45e0-9b01-3cd6eb9bde59,be9e1d9c-b1cd-4d3d-8c29-cb6ad5225828,Adidas Digital 2023_asset_2,infographic,png,22.62,1920x90,,Joy,Moderate,0.46,0.61,0.57,0.545,B,scout,2025-06-08T23:23:33.441830
8fe97be9-0161-4758-a122-d97077a97a46,be9e1d9c-b1cd-4d3d-8c29-cb6ad5225828,Adidas Digital 2023_asset_3,image,png,18.38,1080x90,,Surprise,Prominent,0.37,0.5,0.97,0.251,,scout,2025-06-08T23:23:33.441838
bf9115ac-125e-4d8c-b1c3-9ee9c20a9501,be9e1d9c-b1cd-4d3d-8c29-cb6ad5225828,Adidas Digital 2023_asset_4,story,svg,34.03,1920x1080,,Surprise,Subtle,0.5,0.91,0.8,0.89,,scout,2025-06-08T23:23:33.441845
c272e325-6b1a-4964-9a4a-b79222a368a8,be9e1d9c-b1cd-4d3d-8c29-cb6ad5225828,Adidas Digital 2023_asset_5,social_post,mp4,14.35,728x1080,,Joy,Minimal,0.88,0.59,0.84,0.877,,scout,2025-06-08T23:23:33.441853
d74fac01-0122-4fe4-8d45-07b1b87819ce,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_1,story,png,5.3,300x250,,Trust,Subtle,0.55,0.75,0.93,0.787,Control,ces,2025-06-08T23:23:33.441862
7c83a02c-edea-4031-bf82-93bdda81b4db,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_2,banner,gif,40.98,300x1080,47,Joy,Subtle,0.87,0.92,0.76,0.516,B,ces,2025-06-08T23:23:33.441870
e4024e89-36c5-42c2-a388-899a899d9477,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_3,image,png,27.06,300x1920,,Excitement,Moderate,0.5,0.76,0.86,0.26,,ces,2025-06-08T23:23:33.441878
1105b20a-ed23-4a8e-bba9-d80cd201ef6e,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_4,story,png,14.48,1920x90,,Surprise,Moderate,0.47,0.37,0.67,0.886,,ces,2025-06-08T23:23:33.441886
336e41e2-424a-4689-b6aa-7581e0697c31,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_5,video,png,32.12,1920x250,,Fear,Minimal,0.25,0.88,0.74,0.913,,ces,2025-06-08T23:23:33.441893
bb89cf17-e0bf-477a-ad2c-735f55aca1b9,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_6,story,mp4,16.51,728x250,,Fear,Moderate,0.81,0.99,0.55,0.919,,ces,2025-06-08T23:23:33.441901
c0929b55-a358-471d-8a51-e211890ef083,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_7,gif,jpg,0.22,728x90,,Excitement,Prominent,0.23,0.73,0.48,0.452,A,ces,2025-06-08T23:23:33.441909
7a07e648-aac5-4830-908a-5a6a5bdc0a6c,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_8,banner,png,21.88,1920x90,,Surprise,Subtle,0.74,0.36,0.52,0.711,,ces,2025-06-08T23:23:33.441916
614e9893-bf2f-4bcf-af8c-06852cf088cb,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_9,story,gif,17.83,728x90,19,Fear,Moderate,0.54,0.92,0.96,0.918,,ces,2025-06-08T23:23:33.441924
d7b593b7-e6c6-4930-9d23-adfaf284e276,4a5dcf21-c087-4044-9476-9eb0e73f8abc,Unilever Seasonal 2024_asset_10,infographic,gif,23.04,1080x90,,Nostalgia,Prominent,0.3,0.51,0.6,0.405,,ces,2025-06-08T23:23:33.441932
a0f505b9-c615-47e1-b246-fcbb58c8c3c2,c2e65716-ba4d-428f-a8b4-5ef508617e52,CocaCola Digital 2024_asset_1,social_post,svg,47.46,728x90,,Nostalgia,Subtle,0.66,0.46,0.55,0.617,,ces,2025-06-08T23:23:33.441940
ca26845d-c466-4ef5-a820-253e05410be7,c2e65716-ba4d-428f-a8b4-5ef508617e52,CocaCola Digital 2024_asset_2,story,mp4,11.11,1920x90,,Nostalgia,Minimal,0.65,0.33,0.84,0.903,,ces,2025-06-08T23:23:33.441948
e18ef595-e716-44fc-aae3-0fee29685943,c2e65716-ba4d-428f-a8b4-5ef508617e52,CocaCola Digital 2024_asset_3,infographic,png,29.03,300x1920,,Trust,Moderate,0.92,0.51,0.53,0.686,,ces,2025-06-08T23:23:33.441957
2682f13f-1c0d-4199-a165-53b8c524d906,c2e65716-ba4d-428f-a8b4-5ef508617e52,CocaCola Digital 2024_asset_4,banner,svg,30.85,728x90,,Surprise,Subtle,0.91,0.7,0.53,0.627,,ces,2025-06-08T23:23:33.441965
36214558-a30b-44c4-8fd7-7f7e5c5b5b75,41ea5217-145b-42e0-bc1a-0170b9f8f24f,McDonald's Digital 2022_asset_1,banner,jpg,29.58,300x250,,Surprise,Subtle,0.62,0.91,0.65,0.599,,tbwa,2025-06-08T23:23:33.441973
147e9afc-d225-4b46-910d-7badbbef2be9,41ea5217-145b-42e0-bc1a-0170b9f8f24f,McDonald's Digital 2022_asset_2,banner,svg,21.35,1920x250,7,Fear,Prominent,0.92,0.85,0.82,0.472,,tbwa,2025-06-08T23:23:33.441983
37fc4f3e-4b48-4073-8506-a708fe251a80,41ea5217-145b-42e0-bc1a-0170b9f8f24f,McDonald's Digital 2022_asset_3,story,svg,40.42,728x250,,Excitement,Subtle,0.94,0.46,0.44,0.871,,tbwa,2025-06-08T23:23:33.441991
fb163de6-e8b1-455c-8e65-00a2aba3db87,41ea5217-145b-42e0-bc1a-0170b9f8f24f,McDonald's Digital 2022_asset_4,image,svg,26.99,728x1920,,Nostalgia,Subtle,0.89,0.63,0.94,0.578,,tbwa,2025-06-08T23:23:33.441999
6fc3b75d-e95d-4c27-9d07-8bcd1dcafe61,41ea5217-145b-42e0-bc1a-0170b9f8f24f,McDonald's Digital 2022_asset_5,infographic,svg,42.72,1080x250,,Trust,Prominent,0.11,0.5,0.72,0.93,C,tbwa,2025-06-08T23:23:33.442007
fb666c24-f083-48fa-a481-428c6d79a030,41ea5217-145b-42e0-bc1a-0170b9f8f24f,McDonald's Digital 2022_asset_6,social_post,jpg,41.58,1080x90,,Nostalgia,Prominent,0.33,0.79,0.84,0.374,,tbwa,2025-06-08T23:23:33.442019
cfff219b-ec2b-4fa1-b2f5-9babee0115c8,41ea5217-145b-42e0-bc1a-0170b9f8f24f,McDonald's Digital 2022_asset_7,social_post,gif,2.94,728x250,,Joy,Prominent,0.77,0.53,0.68,0.671,,tbwa,2025-06-08T23:23:33.442027
02f4864f-ffc5-4620-9954-a755e30e57ca,37579ab6-c9a8-4b3b-978e-cfdb7129da9e,Adidas Brand Awareness 2023_asset_1,story,jpg,2.43,1920x1080,,Fear,Moderate,0.5,0.61,0.62,0.653,,scout,2025-06-08T23:23:33.442036
9f92d2dc-bfca-44f0-b353-8e45b2dbf187,37579ab6-c9a8-4b3b-978e-cfdb7129da9e,Adidas Brand Awareness 2023_asset_2,video,gif,10.94,1080x1080,40,Nostalgia,Moderate,0.29,0.32,0.55,0.308,,scout,2025-06-08T23:23:33.442044
fdab619b-860b-46d8-8114-99e9d3680e00,37579ab6-c9a8-4b3b-978e-cfdb7129da9e,Adidas Brand Awareness 2023_asset_3,image,svg,7.36,300x250,,Fear,Subtle,0.2,0.49,0.88,0.719,C,scout,2025-06-08T23:23:33.442052
08e07d61-2be6-42e4-b2a7-d745eaae051e,37579ab6-c9a8-4b3b-978e-cfdb7129da9e,Adidas Brand Awareness 2023_asset_4,story,png,37.02,1080x1920,,Trust,Subtle,0.48,0.3,0.88,0.27,,scout,2025-06-08T23:23:33.442059
5b57d975-313b-4a9e-9e28-927eb0f83ed3,37579ab6-c9a8-4b3b-978e-cfdb7129da9e,Adidas Brand Awareness 2023_asset_5,image,gif,47.9,728x250,,Joy,Moderate,0.45,0.43,0.95,0.439,,scout,2025-06-08T23:23:33.442067
7a1ca468-3092-4757-9e38-307b0e24e4e3,37579ab6-c9a8-4b3b-978e-cfdb7129da9e,Adidas Brand Awareness 2023_asset_6,infographic,gif,38.55,728x1080,,Nostalgia,Minimal,0.27,0.54,0.49,0.855,,scout,2025-06-08T23:23:33.442075
8c3b656e-f45c-4c4d-8ed1-3383c8cb4982,37579ab6-c9a8-4b3b-978e-cfdb7129da9e,Adidas Brand Awareness 2023_asset_7,banner,mp4,1.04,300x1080,,Nostalgia,Subtle,0.36,0.41,0.66,0.458,A,scout,2025-06-08T23:23:33.442083
3276f8b9-94f2-41f2-b701-194c8b814667,37579ab6-c9a8-4b3b-978e-cfdb7129da9e,Adidas Brand Awareness 2023_asset_8,social_post,svg,0.84,1080x1920,,Fear,Minimal,0.94,0.43,0.95,0.228,B,scout,2025-06-08T23:23:33.442091
8eee4a8d-6609-4164-93ae-914550d3ffb1,37579ab6-c9a8-4b3b-978e-cfdb7129da9e,Adidas Brand Awareness 2023_asset_9,image,gif,14.99,1920x1080,10,Joy,Subtle,0.81,0.78,0.7,0.948,C,scout,2025-06-08T23:23:33.442099
f0553a06-3c60-4d1a-ade7-79f0ea188832,1585e236-34bf-4919-b8f1-8b95c73b9ec9,P&G Social Media 2023_asset_1,infographic,png,31.13,1920x1080,,Fear,Prominent,0.24,0.58,0.63,0.277,,tbwa,2025-06-08T23:23:33.442108
5bcd1865-3f99-48bd-bd5d-7408385cd2c5,1585e236-34bf-4919-b8f1-8b95c73b9ec9,P&G Social Media 2023_asset_2,image,png,2.61,728x1080,,Trust,Subtle,1.0,0.42,0.74,0.398,Control,tbwa,2025-06-08T23:23:33.442116
6bca828d-6811-4d27-b0db-9946c7c1d9f3,1585e236-34bf-4919-b8f1-8b95c73b9ec9,P&G Social Media 2023_asset_3,image,png,6.25,728x1920,,Joy,Moderate,0.2,0.66,0.63,0.59,B,tbwa,2025-06-08T23:23:33.442124
46d609cc-01ef-4816-82d5-ee2df53e1749,ec4f1bbc-fe3d-4bac-813d-9f0ff0811d9b,Unilever Seasonal 2023_asset_1,gif,gif,3.58,1920x1080,,Surprise,Minimal,0.68,0.9,0.94,0.851,Control,ces,2025-06-08T23:23:33.442133
65d49b86-276c-40ff-adf9-e1a38055bf3c,ec4f1bbc-fe3d-4bac-813d-9f0ff0811d9b,Unilever Seasonal 2023_asset_2,social_post,svg,38.53,1080x1920,,Surprise,Minimal,0.83,0.59,0.96,0.497,,ces,2025-06-08T23:23:33.442141
13151ec8-5f2e-4416-873f-4673e17dfb8f,ec4f1bbc-fe3d-4bac-813d-9f0ff0811d9b,Unilever Seasonal 2023_asset_3,story,svg,18.31,300x1080,,Surprise,Moderate,0.56,0.73,0.68,0.486,,ces,2025-06-08T23:23:33.442148
a588eaa8-da44-47da-ac16-3c9015115363,ec4f1bbc-fe3d-4bac-813d-9f0ff0811d9b,Unilever Seasonal 2023_asset_4,infographic,jpg,21.12,300x90,41,Fear,Prominent,0.93,0.74,0.73,0.343,,ces,2025-06-08T23:23:33.442156
f3d8bac3-70a5-47f5-90b0-bc1f2745e11a,d51e112a-0040-407c-b7a1-e0764d44bec8,P&G Product Launch 2023_asset_1,story,png,21.9,300x1080,,Nostalgia,Moderate,0.44,0.3,0.58,0.912,,tbwa,2025-06-08T23:23:33.442165
d692c0b3-1a4c-49d1-9e00-76342edcfa2b,d51e112a-0040-407c-b7a1-e0764d44bec8,P&G Product Launch 2023_asset_2,social_post,jpg,1.56,300x1080,,Excitement,Prominent,0.55,0.7,0.64,0.82,,tbwa,2025-06-08T23:23:33.442173
