sensor_id,sensor_type,timestamp,value,status,tenant_id,metadata
e00fa1e4-77ef-4ff6-a425-6a77a776c515,data_freshness,2025-05-10T16:00:00.544934,0.85,WARN,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
bd2bf506-40b8-45f0-b077-65961cc19095,data_freshness,2025-05-10T20:00:00.544934,0.998,OK,scout,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
cd472d6e-caa0-4a7c-b42c-0fbdb3c5899a,model_accuracy,2025-05-10T00:00:00.544934,0.826,WARN,ces,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
a48541ae-a755-48bb-ac50-caa39d747616,model_accuracy,2025-05-10T04:00:00.544934,0.894,OK,scout,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
9ae49e1a-4a18-43f8-bd12-80c230c4d243,model_accuracy,2025-05-10T08:00:00.544934,0.872,OK,tbwa,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
f2255aff-8d11-4c7b-9ab6-10bb178ef8b0,model_accuracy,2025-05-10T12:00:00.544934,0.943,OK,scout,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
04d1f9c2-7a6c-4a95-92a6-84af4cedae30,model_accuracy,2025-05-10T16:00:00.544934,0.912,OK,tbwa,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
dde93705-1c8f-4dd3-b03d-c29352e41a56,model_accuracy,2025-05-10T20:00:00.544934,0.838,WARN,ces,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
d69152a0-848f-45e6-bd7f-54b93a7b76c4,api_latency,2025-05-10T00:00:00.544934,54.639,OK,tbwa,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
64aa5ccd-df67-4a15-b792-1bd291bcded7,api_latency,2025-05-10T04:00:00.544934,205.646,WARN,ces,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
a54df087-a971-4ce5-9946-b7b2b4168884,api_latency,2025-05-10T08:00:00.544934,191.826,OK,scout,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
0c70d97f-4731-42b2-844a-98387b379e55,api_latency,2025-05-10T12:00:00.544934,136.722,OK,tbwa,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
c8c4df78-fffe-4f40-abae-5d4db80f97c0,api_latency,2025-05-10T16:00:00.544934,331.095,WARN,tbwa,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
74817eb0-d144-4f0e-b728-5f069720e984,api_latency,2025-05-10T20:00:00.544934,119.875,OK,scout,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
11174b3a-1767-4fa3-a571-d8b2f3f98c2a,data_quality,2025-05-10T00:00:00.544934,0.825,FAIL,tbwa,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
e3b2f414-c70c-4faa-89ff-7889284ad056,data_quality,2025-05-10T04:00:00.544934,0.875,FAIL,scout,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
a9a7782c-e744-4487-9df0-c062c1ac98ed,data_quality,2025-05-10T08:00:00.544934,0.985,OK,tbwa,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
2837f76a-f0e9-4a4a-ad65-99e51b2b29e0,data_quality,2025-05-10T12:00:00.544934,0.877,FAIL,tbwa,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
22da6045-b9af-419d-a56e-84fdd5b6cfdb,data_quality,2025-05-10T16:00:00.544934,0.952,OK,scout,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
5cd23ef4-86ad-4f11-a49b-15354f38e60f,data_quality,2025-05-10T20:00:00.544934,0.945,WARN,tbwa,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
00508769-f501-49ea-856a-56ddb3c457ea,throughput,2025-05-10T00:00:00.544934,893.231,FAIL,scout,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
2c87edb5-555d-4dc5-a0ed-cb0747cf0376,throughput,2025-05-10T04:00:00.544934,1066.623,OK,ces,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
12109a9f-5d35-44cf-95c9-1ba4effb7e1f,throughput,2025-05-10T08:00:00.544934,1026.198,OK,ces,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
0df087e8-ecd2-4a6c-9196-41bf24c1bdfa,throughput,2025-05-10T12:00:00.544934,917.183,WARN,tbwa,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
43d211f7-be9f-41ed-8fa8-7059fb03a41d,throughput,2025-05-10T16:00:00.544934,990.43,WARN,tbwa,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
80775036-5672-4d48-a423-8458696f9a97,throughput,2025-05-10T20:00:00.544934,1188.488,OK,ces,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
6bdd96f1-66be-47d4-b80e-d3373cfc4130,data_freshness,2025-05-11T00:00:00.544934,0.934,OK,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
5970157d-73be-4ecb-a28e-df31b2dd73a9,data_freshness,2025-05-11T04:00:00.544934,0.985,OK,ces,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
f135db7c-5400-4369-a5c4-051f9b1d84e5,data_freshness,2025-05-11T08:00:00.544934,0.896,WARN,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
a7f210c9-586b-4b4f-a681-58e587b02695,data_freshness,2025-05-11T12:00:00.544934,0.939,OK,ces,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
847f7e2b-abeb-4b39-a24e-0f965710cfdf,data_freshness,2025-05-11T16:00:00.544934,0.994,OK,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
d85b32ba-f283-4ad1-8e3f-bdb6562e0e2a,data_freshness,2025-05-11T20:00:00.544934,0.971,OK,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
3e4ccaef-c5ff-4bb4-8fdb-a59a062a3b2a,model_accuracy,2025-05-11T00:00:00.544934,0.886,OK,scout,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
5a123598-54a0-4c90-bce1-4b8d22c5e8d7,model_accuracy,2025-05-11T04:00:00.544934,0.888,OK,ces,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
f6f5610b-1703-4ca9-a568-86de7c7c5c83,model_accuracy,2025-05-11T08:00:00.544934,0.777,FAIL,tbwa,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
7e3eb4e5-c482-4943-b75d-75cbdc52a997,model_accuracy,2025-05-11T12:00:00.544934,0.797,FAIL,ces,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
120c7ba8-720c-4b8a-917f-d473918a4ad9,model_accuracy,2025-05-11T16:00:00.544934,0.789,FAIL,ces,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
aadbd03b-25f7-4740-88d0-f3313de7edd3,model_accuracy,2025-05-11T20:00:00.544934,0.86,OK,tbwa,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
ad0ee5f8-7f28-4535-ae24-d95a797bf7a6,api_latency,2025-05-11T00:00:00.544934,84.024,OK,tbwa,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
a25286a5-1a4a-463b-9996-0903dd05911d,api_latency,2025-05-11T04:00:00.544934,233.11,WARN,ces,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
914af84f-09db-4173-a9b5-fb11fde103ee,api_latency,2025-05-11T08:00:00.544934,116.337,OK,tbwa,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
b59626b5-efcd-4978-a596-a27a70fad2f0,api_latency,2025-05-11T12:00:00.544934,105.549,OK,ces,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
046dd207-c768-43ff-abc4-e915f3c137ca,api_latency,2025-05-11T16:00:00.544934,295.33,WARN,scout,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
7631182c-c5c0-4768-96ae-f7a106ff4dc9,api_latency,2025-05-11T20:00:00.544934,478.5,FAIL,scout,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
44104bf4-639a-4e69-b0b4-5709a96353b3,data_quality,2025-05-11T00:00:00.544934,0.813,FAIL,tbwa,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
5b9c7260-bfe2-473c-80fa-25e06082809a,data_quality,2025-05-11T04:00:00.544934,0.877,FAIL,ces,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
1987a9ed-58cf-4e72-89ca-be922f9355b7,data_quality,2025-05-11T08:00:00.544934,0.824,FAIL,scout,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
f4332739-e7c7-41fb-ab56-b75ea34322b1,data_quality,2025-05-11T12:00:00.544934,0.875,FAIL,tbwa,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
7e3b30ef-12ba-4b25-95a2-7b4b9b32afe3,data_quality,2025-05-11T16:00:00.544934,0.836,FAIL,scout,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
5dc71b8f-d1c4-46ca-9c9b-07dbe056a4ce,data_quality,2025-05-11T20:00:00.544934,0.93,WARN,tbwa,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
82b589ac-d77e-4eb0-965c-bc0af053f208,throughput,2025-05-11T00:00:00.544934,1154.492,OK,scout,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
b7ccc4f9-e083-4243-b553-42fdf65e38f4,throughput,2025-05-11T04:00:00.544934,988.248,WARN,scout,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
914beefd-1bf1-44ee-92a3-6686e035b938,throughput,2025-05-11T08:00:00.544934,1123.921,OK,ces,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
4a9a1663-793a-4d70-89fb-23a14226d2ce,throughput,2025-05-11T12:00:00.544934,859.252,FAIL,tbwa,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
05b38fb7-1e8c-4d3c-b982-aa013f66a41d,throughput,2025-05-11T16:00:00.544934,1000.087,OK,tbwa,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
d05f6d7d-072e-41b4-b26c-3bb10de2f198,throughput,2025-05-11T20:00:00.544934,1049.183,OK,ces,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
f1d6d802-7ab1-4c87-b811-4bc47a176deb,data_freshness,2025-05-12T00:00:00.544934,0.914,OK,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
62280f3b-cffa-48fd-bdee-52d41f2a1b6f,data_freshness,2025-05-12T04:00:00.544934,0.963,OK,ces,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
0b3f7fe1-b2b2-44d3-837e-4df774221466,data_freshness,2025-05-12T08:00:00.544934,0.993,OK,ces,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
4ecbeb64-f682-4a5f-b2b2-42ed07406a9d,data_freshness,2025-05-12T12:00:00.544934,0.923,OK,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
1eb2735f-81e8-49db-90f3-e312f15f9b90,data_freshness,2025-05-12T16:00:00.544934,0.904,OK,ces,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
f4ffbf74-4b29-4dad-8039-434cccbd2ad1,data_freshness,2025-05-12T20:00:00.544934,0.936,OK,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
8ec87f68-8c1e-4430-96c7-3bddf355cbcc,model_accuracy,2025-05-12T00:00:00.544934,0.945,OK,ces,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
fbba24ff-53c3-43f8-8190-528a63361d2b,model_accuracy,2025-05-12T04:00:00.544934,0.827,WARN,scout,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
7951a64e-934a-429e-a5c7-bb63f8a9f809,model_accuracy,2025-05-12T08:00:00.544934,0.948,OK,tbwa,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
288db1db-0310-43a8-8453-6af2122402d2,model_accuracy,2025-05-12T12:00:00.544934,0.777,FAIL,ces,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
f5af74e2-332c-46d5-af1e-e6261bc55e3e,model_accuracy,2025-05-12T16:00:00.544934,0.825,WARN,tbwa,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
74c86fb9-3a71-4877-86c6-d01fb092de8b,model_accuracy,2025-05-12T20:00:00.544934,0.815,WARN,tbwa,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
9d865ab5-fe1e-4de1-b336-2b05852a61c6,api_latency,2025-05-12T00:00:00.544934,338.135,WARN,tbwa,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
abe4466d-6085-4d38-a091-672570352b5b,api_latency,2025-05-12T04:00:00.544934,336.312,WARN,ces,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
bfc9c978-41c9-4415-a7fe-197ecc8e6963,api_latency,2025-05-12T08:00:00.544934,444.258,FAIL,ces,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
04a3ce50-7ec5-4eea-9bab-80f8806a1477,api_latency,2025-05-12T12:00:00.544934,435.301,FAIL,scout,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
bf7ecb90-a428-47ad-959d-6def1c01bb00,api_latency,2025-05-12T16:00:00.544934,246.016,WARN,scout,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
ca7c5fb6-9aea-4532-b335-5a86ebea81bd,api_latency,2025-05-12T20:00:00.544934,296.391,WARN,scout,"{'pipeline': 'ces_api_latency_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
3489d632-3321-4640-807b-41fce4053ca9,data_quality,2025-05-12T00:00:00.544934,0.873,FAIL,ces,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
6ef6c26b-5725-4f6d-9bd3-b14f928ada40,data_quality,2025-05-12T04:00:00.544934,0.98,OK,scout,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
31623559-d19a-4586-9025-3b1de24441a1,data_quality,2025-05-12T08:00:00.544934,0.98,OK,scout,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
1f068e31-a096-4b3f-8f61-339e4d03aa34,data_quality,2025-05-12T12:00:00.544934,0.969,OK,ces,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
6a0dba89-73b0-48d5-b92e-40eb56ea240e,data_quality,2025-05-12T16:00:00.544934,0.845,FAIL,tbwa,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
5f13f958-fad7-4ffd-a36f-e3567a1f0b6a,data_quality,2025-05-12T20:00:00.544934,0.916,WARN,ces,"{'pipeline': 'ces_data_quality_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
a6129fbe-4097-4994-8d17-50bcaabdb928,throughput,2025-05-12T00:00:00.544934,961.005,WARN,scout,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
a939e4b0-2770-4092-a5c0-47562b0c63dc,throughput,2025-05-12T04:00:00.544934,813.054,FAIL,scout,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
4469b55e-7b18-4974-99f3-203cbdbf44be,throughput,2025-05-12T08:00:00.544934,987.87,WARN,tbwa,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
eecbad57-39b1-49f6-86d6-a124e3e79c0c,throughput,2025-05-12T12:00:00.544934,859.551,FAIL,scout,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
c37a2e3d-1ded-4981-b402-973d6a4a654c,throughput,2025-05-12T16:00:00.544934,1124.227,OK,ces,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'eu-west-1'}"
0461bd68-ed89-46cc-bac7-df73dd5358df,throughput,2025-05-12T20:00:00.544934,1097.116,OK,scout,"{'pipeline': 'ces_throughput_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
11fb5838-8b83-49c2-a63e-63ce5a229a2f,data_freshness,2025-05-13T00:00:00.544934,0.991,OK,ces,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
02965929-4e17-4333-ac56-8b5059656d77,data_freshness,2025-05-13T04:00:00.544934,0.934,OK,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'ap-southeast-1'}"
2b06f70f-605a-4af2-828b-b488f8bf4dd5,data_freshness,2025-05-13T08:00:00.544934,0.925,OK,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
1a862d7d-f18e-441a-8254-de61e5c7ac72,data_freshness,2025-05-13T12:00:00.544934,0.974,OK,scout,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
43c599f8-053e-4b4f-8d22-ee92ec4e919f,data_freshness,2025-05-13T16:00:00.544934,1.0,OK,tbwa,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
afdbead4-59a6-414d-84aa-3c3d94a7f4bc,data_freshness,2025-05-13T20:00:00.544934,0.879,WARN,ces,"{'pipeline': 'ces_data_freshness_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
c3f6005e-9884-4751-ae0d-c405444f8067,model_accuracy,2025-05-13T00:00:00.544934,0.949,OK,scout,"{'pipeline': 'ces_model_accuracy_pipeline', 'environment': 'production', 'region': 'us-east-1'}"
